Record ID,Year,District,Crime_Type,Victim_Gender,Time_of_Incident,Location_Type,Number_of_Accused,Reported_To_Police,Crime_Severity
1824,2015,Salem,Property Crime,Female,Morning,Urban,2,No,Very Low
1825,2016,Erode,Economic Offense,Female,Morning,Rural,4,Yes,Moderate
1826,2019,Tiruchirappalli,Property Crime,Male,Afternoon,Rural,2,No,Low
1827,2018,Chennai,Violent Crime,Male,Evening,Rural,1,No,Moderate
1828,2021,Thoothukudi,Violent Crime,Other,Evening,Semi-Urban,3,No,Moderate
1829,2022,Tiruchirappalli,Violent Crime,Male,Night,Urban,2,No,Moderate
1830,2024,Thoothukudi,Economic Offense,Female,Night,Semi-Urban,2,No,Moderate
1831,2016,Vellore,Sexual Crime,Other,Afternoon,Rural,1,Yes,Moderate
1832,2023,Chennai,Cyber Crime,Female,Evening,Semi-Urban,5,No,Moderate
1833,2016,Madurai,Property Crime,Other,Morning,Rural,3,No,Moderate
1834,2016,Coimbatore,Cyber Crime,Male,Morning,Rural,2,No,Low
1835,2019,Thoothukudi,Sexual Crime,Male,Night,Urban,3,No,Very High
1836,2014,Chennai,Sexual Crime,Male,Evening,Urban,5,No,High
1837,2020,Thoothukudi,Economic Offense,Female,Night,Urban,2,No,Moderate
1838,2014,Thoothukudi,Violent Crime,Other,Night,Semi-Urban,1,Yes,Moderate
1839,2018,Tirunelveli,Violent Crime,Female,Morning,Urban,3,Yes,Moderate
1840,2023,Tirunelveli,Sexual Crime,Other,Morning,Rural,1,No,Moderate
1841,2021,Chennai,Economic Offense,Male,Evening,Urban,5,No,Moderate
1842,2017,Tirunelveli,Economic Offense,Female,Night,Semi-Urban,5,No,High
1843,2018,Dindigul,Property Crime,Male,Afternoon,Urban,3,Yes,Low
1844,2017,Madurai,Violent Crime,Female,Evening,Urban,5,No,Moderate
1845,2017,Erode,Sexual Crime,Male,Night,Urban,4,No,Very High
1846,2021,Chennai,Cyber Crime,Female,Evening,Semi-Urban,3,No,Moderate
1847,2015,Chennai,Violent Crime,Female,Evening,Rural,4,No,High
1848,2014,Dindigul,Property Crime,Other,Evening,Rural,5,No,Moderate
1849,2016,Salem,Economic Offense,Male,Afternoon,Rural,3,No,Moderate
1850,2022,Salem,Sexual Crime,Other,Afternoon,Urban,4,Yes,Moderate
1851,2017,Tirunelveli,Violent Crime,Other,Morning,Urban,5,No,Moderate
1852,2023,Erode,Cyber Crime,Male,Morning,Semi-Urban,2,No,Low
1853,2018,Tirunelveli,Property Crime,Female,Night,Rural,2,No,Moderate
1854,2015,Vellore,Property Crime,Other,Evening,Urban,1,No,Very Low
1855,2017,Vellore,Violent Crime,Male,Night,Urban,2,No,Moderate
1856,2015,Coimbatore,Cyber Crime,Female,Morning,Urban,4,No,Moderate
1857,2015,Vellore,Property Crime,Other,Afternoon,Semi-Urban,2,No,Very Low
1858,2017,Salem,Sexual Crime,Other,Morning,Rural,3,No,High
1859,2019,Madurai,Property Crime,Other,Night,Semi-Urban,3,No,Moderate
1860,2020,Vellore,Cyber Crime,Female,Morning,Rural,3,Yes,Moderate
1861,2023,Tirunelveli,Economic Offense,Other,Night,Rural,2,Yes,Moderate
1862,2016,Thoothukudi,Economic Offense,Female,Night,Urban,2,Yes,Low
1863,2016,Chennai,Violent Crime,Other,Night,Urban,1,No,Moderate
1864,2023,Madurai,Cyber Crime,Male,Night,Urban,5,Yes,Moderate
1865,2019,Madurai,Property Crime,Other,Morning,Urban,1,Yes,Very Low
1866,2016,Tirunelveli,Property Crime,Male,Night,Urban,4,Yes,Moderate
1867,2015,Chennai,Economic Offense,Male,Night,Rural,3,Yes,High
1868,2021,Salem,Economic Offense,Male,Evening,Urban,2,No,Low
1869,2018,Madurai,Sexual Crime,Female,Night,Urban,5,Yes,High
1870,2014,Coimbatore,Economic Offense,Male,Morning,Semi-Urban,5,Yes,Low
1871,2016,Tirunelveli,Sexual Crime,Other,Night,Semi-Urban,2,No,High
1872,2023,Madurai,Property Crime,Female,Afternoon,Rural,1,Yes,Very Low
1873,2021,Erode,Sexual Crime,Male,Afternoon,Rural,5,No,High
1874,2017,Chennai,Sexual Crime,Female,Night,Semi-Urban,1,Yes,Moderate
1875,2020,Vellore,Violent Crime,Female,Afternoon,Semi-Urban,2,Yes,Low
1876,2023,Madurai,Economic Offense,Female,Afternoon,Urban,1,Yes,Very Low
1877,2015,Tirunelveli,Sexual Crime,Other,Morning,Urban,3,No,High
1878,2020,Vellore,Property Crime,Male,Evening,Rural,2,Yes,Very Low
1879,2018,Coimbatore,Cyber Crime,Female,Afternoon,Semi-Urban,2,Yes,Very Low
1880,2018,Vellore,Sexual Crime,Female,Afternoon,Rural,5,No,High
1881,2019,Erode,Economic Offense,Female,Evening,Urban,5,Yes,Low
1882,2022,Salem,Violent Crime,Male,Evening,Rural,5,Yes,Moderate
1883,2019,Madurai,Property Crime,Female,Afternoon,Rural,3,Yes,Low
1884,2021,Tiruchirappalli,Violent Crime,Female,Night,Rural,3,Yes,High
1885,2020,Tiruchirappalli,Cyber Crime,Other,Afternoon,Urban,4,Yes,Low
1886,2022,Vellore,Sexual Crime,Male,Night,Rural,2,No,High
1887,2017,Dindigul,Sexual Crime,Other,Night,Urban,5,No,Very High
1888,2015,Chennai,Economic Offense,Male,Night,Semi-Urban,2,No,Moderate
1889,2020,Tiruchirappalli,Sexual Crime,Male,Evening,Rural,1,Yes,Moderate
1890,2019,Dindigul,Property Crime,Male,Afternoon,Rural,3,Yes,Low
1891,2014,Tiruchirappalli,Cyber Crime,Other,Afternoon,Urban,4,Yes,Low
1892,2024,Dindigul,Violent Crime,Other,Morning,Rural,1,Yes,Low
1893,2022,Chennai,Cyber Crime,Other,Evening,Urban,2,Yes,Very Low
1894,2022,Thoothukudi,Sexual Crime,Other,Morning,Rural,3,No,High
1895,2015,Tiruchirappalli,Violent Crime,Female,Morning,Semi-Urban,5,No,Moderate
1896,2016,Erode,Economic Offense,Female,Night,Semi-Urban,1,No,Moderate
1897,2018,Madurai,Cyber Crime,Female,Evening,Semi-Urban,3,Yes,Low
1898,2018,Dindigul,Violent Crime,Male,Morning,Rural,2,No,Moderate
1899,2014,Madurai,Violent Crime,Female,Afternoon,Rural,2,No,Moderate
1900,2021,Tirunelveli,Violent Crime,Male,Morning,Semi-Urban,1,No,Low
1901,2021,Tirunelveli,Property Crime,Other,Evening,Semi-Urban,1,No,Very Low
1902,2017,Chennai,Cyber Crime,Male,Afternoon,Urban,1,Yes,Very Low
1903,2020,Dindigul,Violent Crime,Male,Afternoon,Urban,4,Yes,Moderate
1904,2024,Coimbatore,Cyber Crime,Female,Afternoon,Semi-Urban,5,No,Moderate
1905,2023,Tirunelveli,Violent Crime,Other,Night,Semi-Urban,3,No,High
1906,2016,Chennai,Economic Offense,Other,Afternoon,Rural,2,No,Low
1907,2019,Tirunelveli,Economic Offense,Female,Night,Semi-Urban,2,No,Moderate
1908,2023,Tirunelveli,Economic Offense,Other,Night,Urban,5,No,High
1909,2023,Coimbatore,Sexual Crime,Other,Morning,Urban,1,No,Moderate
1910,2022,Tiruchirappalli,Violent Crime,Other,Morning,Urban,1,No,Low
1911,2014,Vellore,Sexual Crime,Female,Afternoon,Urban,2,No,Moderate
1912,2018,Thoothukudi,Cyber Crime,Other,Evening,Urban,5,No,Moderate
1913,2017,Tirunelveli,Sexual Crime,Male,Afternoon,Urban,2,Yes,Low
1914,2021,Tirunelveli,Cyber Crime,Male,Morning,Semi-Urban,1,No,Low
1915,2024,Erode,Cyber Crime,Other,Afternoon,Urban,3,Yes,Low
1916,2014,Thoothukudi,Cyber Crime,Female,Morning,Urban,1,Yes,Very Low
1917,2022,Coimbatore,Sexual Crime,Female,Afternoon,Urban,3,No,High
1918,2019,Madurai,Violent Crime,Female,Evening,Urban,4,No,Moderate
1919,2017,Dindigul,Sexual Crime,Other,Afternoon,Semi-Urban,5,Yes,Moderate
1920,2022,Tirunelveli,Violent Crime,Other,Evening,Rural,4,Yes,Moderate
1921,2024,Vellore,Violent Crime,Male,Evening,Rural,1,No,Moderate
1922,2018,Dindigul,Cyber Crime,Female,Afternoon,Rural,5,Yes,Moderate
1923,2018,Thoothukudi,Sexual Crime,Male,Evening,Rural,1,No,Moderate
1924,2018,Dindigul,Violent Crime,Male,Evening,Urban,5,No,Moderate
1925,2014,Tiruchirappalli,Economic Offense,Female,Morning,Rural,5,Yes,Moderate
1926,2014,Tirunelveli,Violent Crime,Other,Morning,Rural,1,No,Moderate
1927,2021,Dindigul,Economic Offense,Other,Evening,Semi-Urban,1,Yes,Very Low
1928,2021,Madurai,Sexual Crime,Male,Night,Semi-Urban,5,No,Very High
1929,2019,Madurai,Sexual Crime,Male,Afternoon,Semi-Urban,5,No,High
1930,2024,Tirunelveli,Sexual Crime,Male,Evening,Urban,1,Yes,Low
1931,2017,Salem,Violent Crime,Male,Afternoon,Urban,1,Yes,Low
1932,2015,Madurai,Property Crime,Female,Morning,Urban,2,No,Very Low
1933,2015,Dindigul,Violent Crime,Male,Afternoon,Semi-Urban,2,No,Low
1934,2022,Chennai,Violent Crime,Male,Evening,Rural,2,Yes,Low
1935,2018,Madurai,Cyber Crime,Other,Evening,Semi-Urban,4,No,Moderate
1936,2017,Thoothukudi,Cyber Crime,Other,Evening,Urban,5,Yes,Low
1937,2023,Salem,Violent Crime,Other,Evening,Semi-Urban,3,Yes,Moderate
1938,2014,Dindigul,Economic Offense,Female,Night,Rural,4,Yes,High
1939,2020,Coimbatore,Cyber Crime,Female,Night,Urban,5,No,High
1940,2016,Erode,Violent Crime,Other,Night,Rural,3,Yes,High
1941,2019,Coimbatore,Property Crime,Other,Evening,Rural,2,No,Low
1942,2018,Tiruchirappalli,Economic Offense,Male,Night,Urban,3,Yes,Moderate
1943,2018,Erode,Sexual Crime,Male,Afternoon,Rural,1,No,Moderate
1944,2024,Tiruchirappalli,Violent Crime,Female,Evening,Semi-Urban,1,No,Low
1945,2018,Erode,Violent Crime,Female,Morning,Rural,5,Yes,Moderate
1946,2014,Erode,Economic Offense,Male,Evening,Rural,4,Yes,Moderate
1947,2014,Chennai,Cyber Crime,Other,Afternoon,Rural,2,Yes,Low
1948,2016,Vellore,Cyber Crime,Male,Night,Semi-Urban,5,No,High
1949,2023,Thoothukudi,Cyber Crime,Female,Evening,Rural,2,No,Low
1950,2017,Coimbatore,Sexual Crime,Female,Night,Rural,1,No,High
1951,2018,Madurai,Economic Offense,Male,Evening,Semi-Urban,4,Yes,Low
1952,2015,Dindigul,Economic Offense,Male,Afternoon,Urban,4,Yes,Low
1953,2021,Salem,Cyber Crime,Male,Evening,Urban,1,Yes,Very Low
1954,2024,Thoothukudi,Cyber Crime,Female,Night,Urban,3,Yes,Moderate
1955,2024,Tiruchirappalli,Property Crime,Other,Night,Rural,4,Yes,Moderate
1956,2015,Chennai,Property Crime,Male,Afternoon,Urban,3,No,Low
1957,2022,Tiruchirappalli,Violent Crime,Female,Evening,Semi-Urban,2,Yes,Low
1958,2015,Vellore,Violent Crime,Female,Morning,Rural,4,No,High
1959,2022,Salem,Economic Offense,Female,Evening,Rural,1,Yes,Low
1960,2020,Chennai,Economic Offense,Male,Afternoon,Rural,3,Yes,Moderate
1961,2021,Tiruchirappalli,Sexual Crime,Male,Morning,Urban,2,Yes,Low
1962,2024,Vellore,Sexual Crime,Other,Afternoon,Urban,2,Yes,Low
1963,2015,Dindigul,Property Crime,Female,Evening,Urban,4,Yes,Low
1964,2020,Dindigul,Violent Crime,Male,Morning,Rural,4,No,High
1965,2019,Tiruchirappalli,Property Crime,Female,Afternoon,Semi-Urban,5,Yes,Low
1966,2017,Thoothukudi,Property Crime,Female,Night,Rural,5,No,High
1967,2020,Salem,Violent Crime,Other,Morning,Semi-Urban,4,No,Moderate
1968,2017,Tirunelveli,Sexual Crime,Male,Morning,Rural,5,No,High
1969,2015,Thoothukudi,Violent Crime,Male,Afternoon,Semi-Urban,1,No,Low
1970,2023,Dindigul,Cyber Crime,Female,Night,Rural,1,Yes,Moderate
1971,2020,Salem,Cyber Crime,Female,Morning,Rural,5,Yes,Moderate
1972,2021,Vellore,Cyber Crime,Other,Afternoon,Semi-Urban,4,Yes,Low
1973,2015,Chennai,Economic Offense,Other,Morning,Semi-Urban,1,Yes,Very Low
1974,2018,Erode,Sexual Crime,Other,Morning,Semi-Urban,2,Yes,Low
1975,2014,Tiruchirappalli,Sexual Crime,Other,Morning,Semi-Urban,4,No,High
1976,2020,Coimbatore,Economic Offense,Other,Night,Semi-Urban,3,Yes,Moderate
1977,2021,Salem,Property Crime,Other,Evening,Semi-Urban,3,Yes,Low
1978,2019,Madurai,Cyber Crime,Female,Evening,Semi-Urban,4,No,Moderate
1979,2018,Vellore,Cyber Crime,Other,Night,Semi-Urban,5,Yes,Moderate
1980,2019,Tirunelveli,Property Crime,Female,Night,Rural,1,Yes,Low
1981,2015,Erode,Violent Crime,Female,Afternoon,Semi-Urban,1,No,Low
1982,2014,Madurai,Violent Crime,Male,Morning,Semi-Urban,4,Yes,Moderate
1983,2020,Tirunelveli,Sexual Crime,Female,Night,Rural,2,No,High
1984,2020,Coimbatore,Economic Offense,Female,Afternoon,Rural,5,No,Moderate
1985,2023,Dindigul,Sexual Crime,Other,Evening,Urban,2,Yes,Low
1986,2024,Thoothukudi,Violent Crime,Female,Evening,Urban,4,No,Moderate
1987,2023,Tiruchirappalli,Property Crime,Other,Evening,Semi-Urban,4,Yes,Low
1988,2015,Chennai,Sexual Crime,Other,Evening,Semi-Urban,2,Yes,Low
1989,2015,Tirunelveli,Cyber Crime,Other,Afternoon,Urban,3,Yes,Low
1990,2014,Erode,Cyber Crime,Male,Morning,Urban,4,No,Moderate
1991,2023,Salem,Property Crime,Other,Afternoon,Semi-Urban,5,No,Low
1992,2021,Dindigul,Violent Crime,Female,Morning,Urban,2,No,Low
1993,2021,Salem,Cyber Crime,Other,Evening,Semi-Urban,3,No,Moderate
1994,2014,Erode,Cyber Crime,Other,Night,Rural,2,No,Moderate
1995,2024,Salem,Economic Offense,Other,Night,Rural,3,No,High
1996,2021,Tirunelveli,Sexual Crime,Male,Night,Urban,3,No,Very High
1997,2022,Vellore,Violent Crime,Female,Morning,Rural,5,No,High
1998,2017,Salem,Sexual Crime,Male,Evening,Rural,4,No,High
1999,2014,Thoothukudi,Violent Crime,Female,Afternoon,Rural,3,No,High
2000,2014,Coimbatore,Cyber Crime,Male,Night,Rural,4,No,High
2001,2016,Chennai,Economic Offense,Female,Morning,Semi-Urban,5,Yes,Low
2002,2018,Tirunelveli,Sexual Crime,Male,Night,Semi-Urban,4,No,Very High
2003,2018,Madurai,Cyber Crime,Other,Afternoon,Urban,1,Yes,Very Low
2004,2022,Erode,Violent Crime,Male,Evening,Rural,3,Yes,Moderate
2005,2023,Dindigul,Sexual Crime,Male,Afternoon,Rural,5,Yes,High
2006,2015,Tirunelveli,Sexual Crime,Other,Evening,Rural,2,Yes,Moderate
2007,2015,Vellore,Cyber Crime,Other,Evening,Urban,5,No,Moderate
2008,2019,Dindigul,Sexual Crime,Female,Evening,Semi-Urban,3,Yes,Moderate
2009,2022,Thoothukudi,Economic Offense,Female,Night,Rural,5,Yes,High
2010,2014,Erode,Economic Offense,Female,Afternoon,Semi-Urban,2,Yes,Very Low
2011,2022,Dindigul,Cyber Crime,Male,Night,Urban,1,No,Moderate
2012,2022,Salem,Violent Crime,Female,Afternoon,Semi-Urban,3,Yes,Moderate
2013,2022,Tirunelveli,Cyber Crime,Male,Morning,Rural,3,Yes,Moderate
2014,2018,Coimbatore,Economic Offense,Male,Morning,Semi-Urban,5,No,Moderate
2015,2022,Erode,Property Crime,Female,Afternoon,Semi-Urban,4,No,Low
2016,2024,Tiruchirappalli,Property Crime,Female,Afternoon,Urban,4,No,Low
2017,2017,Thoothukudi,Sexual Crime,Male,Afternoon,Urban,2,No,Moderate
2018,2015,Chennai,Sexual Crime,Other,Afternoon,Urban,1,No,Moderate
2019,2019,Erode,Property Crime,Other,Evening,Urban,1,No,Very Low
2020,2017,Vellore,Economic Offense,Male,Night,Semi-Urban,5,No,High
2021,2019,Tirunelveli,Sexual Crime,Female,Evening,Semi-Urban,5,No,High
2022,2016,Salem,Cyber Crime,Male,Night,Urban,4,No,High
2023,2019,Chennai,Cyber Crime,Male,Night,Urban,1,Yes,Low
2024,2015,Chennai,Economic Offense,Female,Night,Rural,1,No,Moderate
2025,2015,Thoothukudi,Sexual Crime,Other,Evening,Rural,1,Yes,Moderate
2026,2022,Dindigul,Cyber Crime,Male,Afternoon,Urban,2,Yes,Very Low
2027,2020,Vellore,Sexual Crime,Other,Evening,Semi-Urban,2,No,Moderate
2028,2016,Dindigul,Sexual Crime,Other,Evening,Urban,5,No,High
2029,2024,Salem,Cyber Crime,Female,Night,Semi-Urban,4,No,High
2030,2014,Chennai,Property Crime,Male,Morning,Semi-Urban,3,No,Low
2031,2021,Vellore,Cyber Crime,Male,Morning,Rural,4,Yes,Moderate
2032,2019,Vellore,Economic Offense,Other,Evening,Urban,2,Yes,Very Low
2033,2020,Madurai,Violent Crime,Other,Night,Urban,2,No,Moderate
2034,2022,Tirunelveli,Cyber Crime,Female,Evening,Semi-Urban,5,Yes,Low
2035,2018,Chennai,Sexual Crime,Other,Evening,Urban,3,No,High
2036,2014,Chennai,Sexual Crime,Female,Afternoon,Rural,1,Yes,Moderate
2037,2023,Vellore,Cyber Crime,Male,Night,Rural,3,Yes,High
2038,2020,Dindigul,Violent Crime,Female,Morning,Urban,3,No,Moderate
2039,2018,Chennai,Cyber Crime,Other,Morning,Urban,3,No,Moderate
2040,2016,Vellore,Violent Crime,Male,Morning,Rural,5,Yes,Moderate
2041,2022,Chennai,Violent Crime,Female,Evening,Urban,2,No,Low
2042,2014,Vellore,Economic Offense,Male,Night,Semi-Urban,1,Yes,Low
2043,2014,Madurai,Sexual Crime,Female,Afternoon,Urban,3,No,High
2044,2014,Tirunelveli,Sexual Crime,Other,Morning,Semi-Urban,1,No,Moderate
2045,2016,Vellore,Violent Crime,Other,Night,Urban,3,No,High
2046,2019,Chennai,Sexual Crime,Male,Morning,Urban,2,No,Moderate
2047,2023,Salem,Property Crime,Male,Afternoon,Rural,1,No,Low
2048,2024,Tirunelveli,Violent Crime,Male,Night,Semi-Urban,4,No,High
2049,2016,Madurai,Sexual Crime,Female,Evening,Rural,2,No,Moderate
2050,2021,Vellore,Property Crime,Other,Evening,Urban,1,Yes,Very Low
2051,2023,Salem,Economic Offense,Male,Morning,Rural,3,No,Moderate
2052,2015,Vellore,Sexual Crime,Male,Morning,Urban,3,Yes,Moderate
2053,2022,Dindigul,Property Crime,Male,Night,Urban,2,No,Low
2054,2016,Chennai,Cyber Crime,Female,Afternoon,Urban,2,Yes,Very Low
2055,2018,Erode,Cyber Crime,Male,Morning,Semi-Urban,3,No,Moderate
2056,2023,Thoothukudi,Property Crime,Male,Night,Semi-Urban,1,No,Low
2057,2021,Coimbatore,Violent Crime,Female,Afternoon,Semi-Urban,4,Yes,Moderate
2058,2015,Dindigul,Violent Crime,Female,Morning,Rural,5,No,High
2059,2019,Salem,Sexual Crime,Male,Morning,Urban,2,No,Moderate
2060,2018,Dindigul,Cyber Crime,Male,Night,Rural,3,No,High
2061,2023,Tiruchirappalli,Violent Crime,Female,Morning,Rural,1,No,Moderate
2062,2022,Vellore,Violent Crime,Other,Evening,Urban,2,No,Low
2063,2018,Vellore,Cyber Crime,Female,Afternoon,Rural,1,Yes,Low
2064,2015,Coimbatore,Economic Offense,Other,Afternoon,Urban,2,No,Low
2065,2018,Coimbatore,Violent Crime,Male,Evening,Urban,3,Yes,Moderate
2066,2017,Tiruchirappalli,Property Crime,Male,Night,Urban,1,Yes,Low
2067,2024,Chennai,Sexual Crime,Other,Evening,Urban,3,Yes,Moderate
2068,2020,Thoothukudi,Violent Crime,Female,Evening,Rural,1,Yes,Low
2069,2019,Erode,Violent Crime,Male,Afternoon,Rural,2,Yes,Low
2070,2015,Erode,Economic Offense,Other,Night,Rural,5,Yes,High
2071,2024,Madurai,Property Crime,Female,Morning,Semi-Urban,5,Yes,Low
2072,2024,Madurai,Sexual Crime,Other,Evening,Rural,4,Yes,High
2073,2018,Chennai,Violent Crime,Female,Evening,Rural,4,No,High
2074,2020,Madurai,Sexual Crime,Female,Night,Semi-Urban,3,Yes,High
2075,2024,Madurai,Cyber Crime,Female,Evening,Urban,1,No,Low
2076,2020,Tiruchirappalli,Violent Crime,Female,Night,Urban,4,Yes,High
2077,2018,Tiruchirappalli,Violent Crime,Other,Morning,Urban,2,Yes,Low
2078,2022,Madurai,Cyber Crime,Other,Night,Semi-Urban,5,No,High
2079,2017,Dindigul,Economic Offense,Other,Morning,Rural,1,Yes,Low
2080,2024,Tirunelveli,Violent Crime,Other,Night,Rural,5,No,Very High
2081,2016,Tirunelveli,Sexual Crime,Other,Evening,Rural,1,Yes,Moderate
2082,2017,Chennai,Property Crime,Female,Morning,Rural,4,No,Moderate
2083,2018,Erode,Sexual Crime,Male,Evening,Semi-Urban,4,No,High
2084,2019,Coimbatore,Economic Offense,Male,Morning,Rural,3,Yes,Moderate
2085,2016,Chennai,Property Crime,Other,Night,Urban,1,Yes,Low
2086,2015,Madurai,Sexual Crime,Other,Night,Semi-Urban,2,Yes,Moderate
2087,2017,Tiruchirappalli,Sexual Crime,Male,Night,Semi-Urban,4,Yes,High
2088,2018,Vellore,Cyber Crime,Female,Afternoon,Urban,3,No,Moderate
2089,2017,Dindigul,Economic Offense,Other,Afternoon,Urban,4,No,Moderate
2090,2024,Salem,Cyber Crime,Female,Morning,Rural,5,No,Moderate
2091,2016,Tiruchirappalli,Property Crime,Male,Afternoon,Urban,4,No,Low
2092,2021,Tirunelveli,Cyber Crime,Male,Night,Semi-Urban,1,No,Moderate
2093,2023,Tiruchirappalli,Economic Offense,Other,Afternoon,Semi-Urban,3,No,Moderate
2094,2017,Dindigul,Violent Crime,Female,Afternoon,Semi-Urban,1,No,Low
2095,2015,Coimbatore,Violent Crime,Other,Evening,Rural,2,Yes,Low
2096,2015,Madurai,Property Crime,Male,Morning,Rural,2,Yes,Very Low
2097,2014,Vellore,Violent Crime,Female,Morning,Urban,4,Yes,Moderate
2098,2017,Tirunelveli,Cyber Crime,Other,Morning,Rural,3,Yes,Moderate
2099,2023,Tirunelveli,Property Crime,Other,Afternoon,Rural,3,Yes,Low
2100,2022,Thoothukudi,Economic Offense,Other,Night,Semi-Urban,3,Yes,Moderate
2101,2024,Erode,Property Crime,Male,Evening,Semi-Urban,3,Yes,Low
2102,2020,Coimbatore,Property Crime,Other,Morning,Urban,4,Yes,Low
2103,2023,Tirunelveli,Sexual Crime,Female,Afternoon,Semi-Urban,1,No,Moderate
2104,2020,Erode,Sexual Crime,Other,Night,Rural,4,Yes,Very High
2105,2020,Tirunelveli,Property Crime,Male,Evening,Urban,1,Yes,Very Low
2106,2021,Madurai,Violent Crime,Other,Evening,Urban,5,Yes,Moderate
2107,2014,Erode,Sexual Crime,Male,Morning,Semi-Urban,5,No,High
2108,2023,Dindigul,Economic Offense,Male,Morning,Semi-Urban,1,Yes,Very Low
2109,2023,Thoothukudi,Cyber Crime,Female,Night,Semi-Urban,4,No,High
2110,2021,Madurai,Sexual Crime,Female,Afternoon,Urban,2,No,Moderate
2111,2017,Dindigul,Property Crime,Other,Night,Semi-Urban,4,Yes,Moderate
2112,2017,Vellore,Violent Crime,Male,Morning,Rural,2,No,Moderate
2113,2017,Coimbatore,Cyber Crime,Male,Night,Urban,4,Yes,Moderate
2114,2019,Coimbatore,Sexual Crime,Female,Afternoon,Semi-Urban,3,Yes,Moderate
2115,2020,Salem,Violent Crime,Female,Evening,Rural,3,Yes,Moderate
2116,2019,Salem,Violent Crime,Other,Evening,Rural,5,No,High
2117,2014,Erode,Violent Crime,Male,Evening,Semi-Urban,5,Yes,Moderate
2118,2021,Coimbatore,Property Crime,Female,Evening,Rural,1,Yes,Very Low
2119,2023,Erode,Economic Offense,Other,Morning,Urban,2,Yes,Very Low
2120,2024,Salem,Violent Crime,Male,Morning,Urban,3,No,Moderate
2121,2020,Vellore,Cyber Crime,Male,Afternoon,Rural,4,No,Moderate
2122,2019,Tirunelveli,Sexual Crime,Female,Afternoon,Urban,1,No,Moderate
2123,2019,Dindigul,Cyber Crime,Other,Afternoon,Semi-Urban,4,No,Moderate
2124,2018,Tiruchirappalli,Property Crime,Female,Afternoon,Rural,3,Yes,Low
2125,2019,Erode,Property Crime,Other,Night,Urban,3,Yes,Moderate
2126,2022,Vellore,Cyber Crime,Male,Afternoon,Semi-Urban,3,No,Moderate
2127,2023,Dindigul,Economic Offense,Other,Evening,Semi-Urban,3,Yes,Low
2128,2022,Coimbatore,Property Crime,Other,Evening,Urban,4,No,Low
2129,2023,Tirunelveli,Property Crime,Other,Evening,Rural,1,Yes,Very Low
2130,2021,Dindigul,Cyber Crime,Other,Night,Semi-Urban,3,Yes,Moderate
2131,2023,Thoothukudi,Property Crime,Other,Afternoon,Semi-Urban,5,No,Low
2132,2022,Salem,Economic Offense,Female,Evening,Semi-Urban,1,No,Low
2133,2023,Dindigul,Economic Offense,Other,Evening,Semi-Urban,5,Yes,Low
2134,2021,Tiruchirappalli,Economic Offense,Other,Evening,Rural,4,No,Moderate
2135,2021,Vellore,Sexual Crime,Male,Evening,Urban,3,Yes,Moderate
2136,2014,Tirunelveli,Economic Offense,Other,Morning,Urban,1,Yes,Very Low
2137,2023,Madurai,Economic Offense,Male,Afternoon,Urban,3,Yes,Low
2138,2024,Dindigul,Sexual Crime,Female,Afternoon,Semi-Urban,3,Yes,Moderate
